ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA137 , 0.41754E+09 , 0.25900E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.33218 , 1010.05998
BA137 , 0.41865E+09 , 0.25897E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.32115 , 1010.52144
CA137 , 0.41989E+09 , 0.25890E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.29307 , 1011.06120
DA137 , 0.42101E+09 , 0.25880E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.25335 , 1011.57168
EA137 , 0.42176E+09 , 0.25871E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.21901 , 1011.92542
FA137 , 0.42225E+09 , 0.25865E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.19347 , 1012.16581
GA137 , 0.42275E+09 , 0.25858E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.16524 , 1012.41081
HA137 , 0.42325E+09 , 0.25850E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.13430 , 1012.66048
IA137 , 0.42449E+09 , 0.25829E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.05018 , 1013.29646
JA137 , 0.42648E+09 , 0.25783E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.87124 , 1014.39073
KA137 , 0.42947E+09 , 0.25697E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.53791 , 1016.14756
LA137 , 0.43347E+09 , 0.25537E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.92726 , 1018.79104
MA137 , 0.43749E+09 , 0.25348E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.22433 , 1021.62185
NA137 , 0.44151E+09 , 0.25187E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.64470 , 1024.25715
OA137 , 0.44402E+09 , 0.25188E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.64778 , 1025.24463
