ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA155 , 0.14624E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13747 , 810.38992
BA155 , 0.15519E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13747 , 811.32700
CA155 , 0.16514E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13747 , 812.35921
DA155 , 0.17411E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13746 , 813.28028
EA155 , 0.18010E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13746 , 813.89025
FA155 , 0.18409E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13746 , 814.29510
GA155 , 0.18809E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13746 , 814.69854
HA155 , 0.19208E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13745 , 815.10058
IA155 , 0.20208E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13745 , 816.09960
JA155 , 0.21811E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13743 , 817.68044
KA155 , 0.24221E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13741 , 820.01251
LA155 , 0.27445E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13738 , 823.05245
MA155 , 0.30680E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13736 , 826.01768
NA155 , 0.33927E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13734 , 828.91287
OA155 , 0.35965E+08 , 0.25044E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.13734 , 830.69154
