ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA121 , 0.41744E+09 , 0.25992E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.70326 , 1009.39959
BA121 , 0.41856E+09 , 0.25992E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.70168 , 1009.84569
CA121 , 0.41979E+09 , 0.25972E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.62004 , 1010.47811
DA121 , 0.42091E+09 , 0.26058E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.96922 , 1010.34434
EA121 , 0.42165E+09 , 0.26056E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.96246 , 1010.65182
FA121 , 0.42215E+09 , 0.26055E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.95824 , 1010.85640
GA121 , 0.42265E+09 , 0.26053E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.95050 , 1011.06680
HA121 , 0.42314E+09 , 0.26052E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.94618 , 1011.27163
IA121 , 0.42438E+09 , 0.25965E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.59487 , 1012.34581
JA121 , 0.42637E+09 , 0.25953E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.54376 , 1013.22159
KA121 , 0.42935E+09 , 0.25920E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.41072 , 1014.63040
LA121 , 0.43334E+09 , 0.25882E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.26120 , 1016.46556
MA121 , 0.43733E+09 , 0.25994E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.70947 , 1017.31763
NA121 , 0.44132E+09 , 0.26148E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 24.33768 , 1017.90320
OA121 , 0.44382E+09 , 0.25931E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.45683 , 1020.32219
