ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA136 , 0.41754E+09 , 0.25944E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.50902 , 1009.76448
BA136 , 0.41866E+09 , 0.25943E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.50263 , 1010.21824
CA136 , 0.41990E+09 , 0.25938E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.48649 , 1010.73796
DA136 , 0.42101E+09 , 0.25933E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.46379 , 1011.21976
EA136 , 0.42176E+09 , 0.25928E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.44432 , 1011.54840
FA136 , 0.42225E+09 , 0.25924E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.42988 , 1011.77002
GA136 , 0.42275E+09 , 0.25920E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.41400 , 1011.99412
HA136 , 0.42325E+09 , 0.25916E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.39667 , 1012.22071
IA136 , 0.42449E+09 , 0.25904E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.34953 , 1012.79385
JA136 , 0.42648E+09 , 0.25880E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.25166 , 1013.74955
KA136 , 0.42947E+09 , 0.25834E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.07345 , 1015.23827
LA136 , 0.43347E+09 , 0.25757E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.76899 , 1017.34174
MA136 , 0.43748E+09 , 0.25674E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.44722 , 1019.48190
NA136 , 0.44149E+09 , 0.25610E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.20228 , 1021.49639
OA136 , 0.44400E+09 , 0.25605E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.18405 , 1022.52441
