ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA141 , 0.41753E+09 , 0.25840E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.09661 , 1010.45689
BA141 , 0.41865E+09 , 0.25836E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.07795 , 1010.93123
CA141 , 0.41989E+09 , 0.25824E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.03067 , 1011.50374
DA141 , 0.42101E+09 , 0.25806E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.96339 , 1012.06142
EA141 , 0.42175E+09 , 0.25792E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.90471 , 1012.45701
FA141 , 0.42225E+09 , 0.25780E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.86083 , 1012.72899
GA141 , 0.42275E+09 , 0.25768E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.81205 , 1013.00949
HA141 , 0.42324E+09 , 0.25754E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.75822 , 1013.29877
IA141 , 0.42449E+09 , 0.25716E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.61121 , 1014.04415
JA141 , 0.42648E+09 , 0.25632E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.28771 , 1015.39266
KA141 , 0.42948E+09 , 0.25466E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.66250 , 1017.67456
LA141 , 0.43349E+09 , 0.25120E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.40681 , 1021.53118
MA141 , 0.43752E+09 , 0.24646E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 18.78713 , 1026.20797
NA141 , 0.44158E+09 , 0.24154E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 17.22949 , 1030.95899
OA141 , 0.44411E+09 , 0.24233E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 17.47006 , 1031.44133
