ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA138 , 0.41754E+09 , 0.25917E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.40127 , 1009.94445
BA138 , 0.41866E+09 , 0.25915E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.39215 , 1010.40272
CA138 , 0.41990E+09 , 0.25909E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.36905 , 1010.93410
DA138 , 0.42101E+09 , 0.25901E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.33645 , 1011.43251
EA138 , 0.42176E+09 , 0.25894E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.30837 , 1011.77566
FA138 , 0.42225E+09 , 0.25889E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.28751 , 1012.00810
GA138 , 0.42275E+09 , 0.25883E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.26449 , 1012.24422
HA138 , 0.42325E+09 , 0.25876E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.23933 , 1012.48406
IA138 , 0.42449E+09 , 0.25859E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.17096 , 1013.09313
JA138 , 0.42648E+09 , 0.25823E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 23.02714 , 1014.12698
KA138 , 0.42947E+09 , 0.25755E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.76256 , 1015.76398
LA138 , 0.43347E+09 , 0.25634E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 22.29489 , 1018.15240
MA138 , 0.43748E+09 , 0.25498E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.78222 , 1020.63313
NA138 , 0.44150E+09 , 0.25390E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.38152 , 1022.93036
OA138 , 0.44401E+09 , 0.25384E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 21.35651 , 1023.96943
