MD,P,T
0.0,14.08,46.69
158.0,12.75,100.72
208.0,11.58,112.38
258.0,10.6,137.99
308.0,9.41,156.39
358.0,12.56,185.11
408.0,16.15,196.99
458.0,20.41,205.31
508.0,24.57,205.13
558.0,29.13,201.88
608.0,33.65,200.03
658.0,37.52,199.89
708.0,42.05,200.46
758.0,46.49,202.65
808.0,50.77,203.98
858.0,55.03,205.52
908.0,59.29,208.52
958.0,63.58,210.06
1008.0,67.87,210.11
1058.0,72.26,207.63
1108.0,76.47,205.61
1158.0,80.72,204.23
1208.0,85.01,203.21
1258.0,89.26,202.89
1308.0,93.22,202.61
