ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA143 , 0.39795E+07 , 0.25003E+03 , 0.12755E+00 , 0.87245E+00 , 0.10000E+01 , 0.00000E+00 , -.12755E+06 , 19.99471 , 799.13467
BA143 , 0.47354E+07 , 0.25003E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 19.99574 , 800.02139
CA143 , 0.57184E+07 , 0.25004E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 19.99786 , 801.15863
DA143 , 0.66044E+07 , 0.25004E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00041 , 802.16926
EA143 , 0.71959E+07 , 0.25005E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00255 , 802.83607
FA143 , 0.75905E+07 , 0.25006E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00426 , 803.27715
GA143 , 0.79855E+07 , 0.25006E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00628 , 803.71520
HA143 , 0.83808E+07 , 0.25007E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00871 , 804.14983
IA143 , 0.93697E+07 , 0.25009E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.01498 , 805.22757
JA143 , 0.10955E+08 , 0.25012E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.02586 , 806.92653
KA143 , 0.13337E+08 , 0.25016E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.04120 , 809.42940
LA143 , 0.16526E+08 , 0.25022E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.06038 , 812.68637
MA143 , 0.19726E+08 , 0.25026E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.07512 , 815.86802
NA143 , 0.22935E+08 , 0.25028E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.08296 , 818.98817
OA143 , 0.24945E+08 , 0.25028E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.08406 , 820.90960
