ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW
AA133 , 0.39796E+07 , 0.25003E+03 , 0.12585E+00 , 0.87415E+00 , 0.10000E+01 , 0.00000E+00 , -.12585E+06 , 19.99549 , 799.13133
BA133 , 0.47388E+07 , 0.25003E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 19.99630 , 800.02282
CA133 , 0.57231E+07 , 0.25004E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 19.99820 , 801.16263
DA133 , 0.66103E+07 , 0.25005E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00071 , 802.17472
EA133 , 0.72025E+07 , 0.25005E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00286 , 802.84223
FA133 , 0.75977E+07 , 0.25006E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00452 , 803.28411
GA133 , 0.79932E+07 , 0.25006E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00640 , 803.72332
HA133 , 0.83890E+07 , 0.25007E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.00853 , 804.15982
IA133 , 0.93798E+07 , 0.25008E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.01390 , 805.24341
JA133 , 0.10968E+08 , 0.25011E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.02363 , 806.95060
KA133 , 0.13357E+08 , 0.25015E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03726 , 809.46648
LA133 , 0.16555E+08 , 0.25020E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.05554 , 812.73577
MA133 , 0.19766E+08 , 0.25024E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.07004 , 815.92808
NA133 , 0.22985E+08 , 0.25027E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.07800 , 819.05589
OA133 , 0.24998E+08 , 0.25027E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.07892 , 820.98004
