type,date-time,steam,liquid,enthalpy,WHPabs
R,1975-08-25 00:00:00,0.00,29.87,503.78,0.92
R,1975-09-29 00:00:00,0.00,55.17,503.78,0.92
R,1975-10-27 00:00:00,0.00,33.60,503.78,0.92
R,1975-11-24 00:00:00,0.00,32.79,503.78,0.92
R,1976-01-26 00:00:00,0.00,53.02,503.78,0.92
R,1976-02-23 00:00:00,0.00,52.28,503.78,0.92
R,1976-03-29 00:00:00,0.00,54.14,503.78,0.92
R,1976-04-26 00:00:00,0.00,54.01,503.78,0.92
R,1976-05-31 00:00:00,0.00,50.40,503.78,0.92
R,1976-06-28 00:00:00,0.00,27.78,503.78,0.92
R,1976-07-26 00:00:00,0.00,19.41,503.78,0.92
R,1976-08-30 00:00:00,0.00,43.31,503.78,0.92
R,1976-09-27 00:00:00,0.00,51.35,503.78,0.92
R,1976-10-25 00:00:00,0.00,17.55,503.78,0.92
R,1976-11-29 00:00:00,0.00,72.57,503.78,0.92
R,1976-12-27 00:00:00,0.00,56.75,503.78,0.92
R,1977-01-31 00:00:00,0.00,58.80,503.78,0.92
R,1977-02-28 00:00:00,0.00,54.27,503.78,0.92
R,1977-03-28 00:00:00,0.00,62.54,503.78,0.92
R,1977-04-25 00:00:00,0.00,60.76,503.78,0.92
R,1977-05-30 00:00:00,0.00,58.80,503.78,0.92
R,1977-06-27 00:00:00,0.00,60.76,503.78,0.92
R,1977-07-25 00:00:00,0.00,33.34,503.78,0.92
R,1977-08-29 00:00:00,0.00,48.69,503.78,0.92
R,1977-09-26 00:00:00,0.00,11.50,503.78,0.92
R,1977-11-28 00:00:00,0.00,78.16,503.78,0.92
R,1977-12-26 00:00:00,0.00,85.61,503.78,0.92
R,1978-01-30 00:00:00,0.00,69.11,503.78,0.92
R,1978-02-27 00:00:00,0.00,73.37,503.78,0.92
R,1978-03-27 00:00:00,0.00,68.47,503.78,0.92
R,1978-04-24 00:00:00,0.00,106.94,503.78,0.92
R,1978-05-29 00:00:00,0.00,38.27,503.78,0.92
R,1978-09-25 00:00:00,0.00,66.82,503.78,0.92
R,1978-10-30 00:00:00,0.00,68.55,503.78,0.92
R,1978-11-27 00:00:00,0.00,68.21,503.78,0.92
R,1978-12-25 00:00:00,0.00,75.68,503.78,0.92
R,1979-01-29 00:00:00,0.00,74.09,503.78,0.92
R,1979-02-26 00:00:00,0.00,75.41,503.78,0.92
R,1979-03-26 00:00:00,0.00,74.61,503.78,0.92
R,1979-04-30 00:00:00,0.00,75.94,503.78,0.92
R,1979-05-28 00:00:00,0.00,75.99,503.78,0.92
R,1979-06-25 00:00:00,0.00,76.61,503.78,0.92
R,1979-07-30 00:00:00,0.00,6.95,503.78,0.92
R,1979-08-27 00:00:00,0.00,80.37,503.78,0.92
R,1979-09-24 00:00:00,0.00,82.73,503.78,0.92
R,1979-10-29 00:00:00,0.00,75.34,503.78,0.92
R,1979-11-26 00:00:00,0.00,87.56,503.78,0.92
R,1979-12-31 00:00:00,0.00,87.84,503.78,0.92
R,1980-01-28 00:00:00,0.00,83.55,503.78,0.92
R,1980-02-25 00:00:00,0.00,87.08,503.78,0.92
R,1980-03-31 00:00:00,0.00,80.14,503.78,0.92
R,1980-04-28 00:00:00,0.00,56.84,503.78,0.92
R,1980-05-26 00:00:00,0.00,56.91,503.78,0.92
R,1980-06-30 00:00:00,0.00,56.91,503.78,0.92
R,1980-07-28 00:00:00,0.00,72.93,503.78,0.92
R,1980-08-25 00:00:00,0.00,70.58,503.78,0.92
R,1980-09-29 00:00:00,0.00,63.55,503.78,0.92
R,1980-10-27 00:00:00,0.00,45.51,503.78,0.92
R,1980-11-24 00:00:00,0.00,57.51,503.78,0.92
R,1980-12-29 00:00:00,0.00,39.79,503.78,0.92
R,1981-01-26 00:00:00,0.00,44.88,503.78,0.92
R,1981-02-23 00:00:00,0.00,45.14,503.78,0.92
R,1981-03-30 00:00:00,0.00,15.33,503.78,0.92
R,1981-05-25 00:00:00,0.00,23.67,503.78,0.92
R,1981-06-29 00:00:00,0.00,24.67,503.78,0.92
R,1981-08-31 00:00:00,0.00,22.07,503.78,0.92
R,1981-09-28 00:00:00,0.00,24.21,503.78,0.92
R,1981-10-26 00:00:00,0.00,24.17,503.78,0.92
R,1981-11-30 00:00:00,0.00,23.59,503.78,0.92
R,1981-12-28 00:00:00,0.00,24.21,503.78,0.92
R,1982-01-25 00:00:00,0.00,24.10,503.78,0.92
R,1982-02-22 00:00:00,0.00,24.07,503.78,0.92
R,1982-03-29 00:00:00,0.00,4.91,503.78,0.92
R,1982-04-26 00:00:00,0.00,19.77,503.78,0.92
R,1982-05-31 00:00:00,0.00,19.77,503.78,0.92
R,1982-06-28 00:00:00,0.00,28.21,503.78,0.92
R,1982-07-26 00:00:00,0.00,42.21,503.78,0.92
R,1982-08-30 00:00:00,0.00,4.12,503.78,0.92
R,1989-07-31 00:00:00,0.00,44.20,503.78,0.92
R,1989-08-28 00:00:00,0.00,44.20,503.78,0.92
R,1989-09-25 00:00:00,0.00,44.30,503.78,0.92
R,1989-10-30 00:00:00,0.00,44.50,503.78,0.92
R,1989-11-27 00:00:00,0.00,44.50,503.78,0.92
R,1989-12-25 00:00:00,0.00,34.02,503.78,0.92
R,1990-03-26 00:00:00,0.00,41.20,503.78,0.92
R,1990-04-30 00:00:00,0.00,47.70,503.78,0.92
R,1990-05-28 00:00:00,0.00,47.70,503.78,0.92
R,1990-06-25 00:00:00,0.00,0.17,503.78,0.92
R,1990-07-30 00:00:00,0.00,0.14,503.78,0.92
