type,date-time,steam,liquid,enthalpy,WHPabs
R,2000-03-09 11:59:59,0.0,0.0,189.564235754,0.924547344265
R,2000-03-09 12:00:00,0.0,6.41379022598,189.564235754,0.972823243407
R,2000-03-13 00:00:00,0.0,6.41379022598,189.564235754,0.972823243407
R,2000-03-20 00:00:00,0.0,6.41379022598,189.564235754,0.972823243407
R,2000-03-27 00:00:00,0.0,6.41379022598,189.564235754,0.972823243407
R,2000-04-03 00:00:00,0.0,12.8170003891,189.564235754,0.972823243407
R,2000-04-10 00:00:00,0.0,12.8170003891,192.407680438,1.00730594229
R,2000-04-17 00:00:00,0.0,12.8170003891,190.711852758,0.986616343079
R,2000-04-24 00:00:00,0.0,12.8170003891,192.407680438,1.00730594229
R,2000-05-01 00:00:00,0.0,11.1660995483,197.321565492,1.06937535089
R,2000-05-08 00:00:00,0.0,11.1660995483,194.622844799,1.0348923428
R,2000-05-15 00:00:00,0.0,11.1660995483,196.251110323,1.05558134597
R,2000-05-22 00:00:00,0.0,11.1660995483,190.711852758,0.986616343079
R,2000-05-29 00:00:00,0.0,11.5553998947,188.985168065,0.96592664328
R,2000-06-05 00:00:00,0.0,11.5553998947,195.711450066,1.04868534189
R,2000-06-12 00:00:00,0.0,11.5553998947,196.251110323,1.05558134597
R,2000-06-19 00:00:00,0.0,11.5553998947,197.321565492,1.06937535089
R,2000-06-26 00:00:00,0.0,11.5553998947,199.946511269,1.10385733825
R,2000-07-03 00:00:00,0.0,11.594499588,201.487953333,1.12454734725
R,2000-07-10 00:00:00,0.0,11.594499588,202.502095782,1.13834033888
R,2000-07-17 00:00:00,0.0,11.594499588,204.992132895,1.17282333952
R,2000-07-24 00:00:00,0.0,11.594499588,204.00376365,1.15903034788
R,2000-07-31 00:00:00,0.0,10.6732997894,199.427238479,1.09696134907
R,2000-08-03 12:00:00,0.0,10.6732997894,199.427238479,1.09696134907
R,2000-08-03 12:00:01,0.0,0.0,199.427238479,0.924547344265
R,2004-07-22 11:59:59,0.0,0.0,341.775956958,0.924547344265
R,2004-07-22 12:00:00,0.0,86.4270019531,341.775956958,5.06247726065
R,2004-07-26 00:00:00,0.0,86.4270019531,341.775956958,5.06247726065
R,2004-08-02 00:00:00,0.0,122.25,341.775956958,5.06247726065
R,2004-08-09 00:00:00,0.0,121.995002747,341.775956958,5.06247726065
R,2004-08-16 00:00:00,0.0,119.166000366,341.775956958,5.06247726065
R,2004-08-23 00:00:00,0.0,120.755996704,347.360639508,5.33833757025
R,2004-08-30 00:00:00,0.0,121.433998108,347.360639508,5.33833757025
R,2004-09-06 00:00:00,0.0,122.129997253,353.363491603,5.6486875115
R,2004-09-13 00:00:00,0.0,117.039001465,353.363491603,5.6486875115
