type,date-time,steam,liquid,enthalpy,WHPabs
R,2001-08-16 11:59:59,0.0,0.0,319.145862648,0.907805645874
R,2001-08-16 12:00:00,0.0,52.4000015259,319.145862648,4.06308575909
R,2001-08-20 00:00:00,0.0,52.4000015259,319.145862648,4.06308575909
R,2001-08-27 00:00:00,0.0,52.4000015259,319.145862648,4.06308575909
R,2001-09-03 00:00:00,0.0,136.199996948,345.30173386,5.23521586697
R,2001-09-10 00:00:00,0.0,136.399993896,345.30173386,5.23521586697
R,2001-09-17 00:00:00,0.0,136.399993896,345.30173386,5.23521586697
R,2001-09-24 00:00:00,0.0,135.899993896,345.30173386,5.23521586697
R,2001-10-01 00:00:00,0.0,135.399993896,345.30173386,5.23521586697
R,2001-10-08 00:00:00,0.0,135.899993896,345.30173386,5.23521586697
R,2001-10-15 00:00:00,0.0,135.899993896,345.30173386,5.23521586697
R,2001-10-22 00:00:00,0.0,135.899993896,345.30173386,5.23521586697
R,2001-10-29 00:00:00,0.0,83.1800003052,315.666204362,3.92518564504
R,2001-11-05 00:00:00,0.0,83.4899978638,315.666204362,3.92518564504
R,2001-11-12 00:00:00,0.0,83.3499984741,315.666204362,3.92518564504
R,2001-11-19 00:00:00,0.0,44.5,294.458159263,3.16674562734
R,2001-11-26 00:00:00,0.0,44.5,294.458159263,3.16674562734
R,2001-12-03 00:00:00,0.0,44.5999984741,294.458159263,3.16674562734
R,2001-12-10 00:00:00,0.0,44.6899986267,294.458159263,3.16674562734
R,2001-12-17 00:00:00,0.0,44.7999992371,294.458159263,3.16674562734
R,2001-12-24 00:00:00,0.0,44.9000015259,294.458159263,3.16674562734
R,2001-12-31 00:00:00,0.0,44.9000015259,308.102556266,3.63891574185
R,2002-01-07 00:00:00,0.0,44.9000015259,308.102556266,3.63891574185
R,2002-01-10 12:00:00,0.0,44.9000015259,308.102556266,3.63891574185
R,2002-01-10 12:00:01,0.0,0.0,308.102556266,0.907805645874
R,2002-02-21 11:59:59,0.0,0.0,306.486387145,0.907805645874
R,2002-02-21 12:00:00,0.0,50.5999984741,306.486387145,3.58007570546
R,2002-02-25 00:00:00,0.0,50.5999984741,306.486387145,3.58007570546
R,2002-03-04 00:00:00,0.0,50.5999984741,306.496343224,3.58043571751
R,2002-03-11 00:00:00,0.0,50.5999984741,306.496343224,3.58043571751
R,2002-03-18 00:00:00,0.0,50.5999984741,306.496343224,3.58043571751
R,2002-03-25 00:00:00,0.0,50.7000007629,306.496343224,3.58043571751
R,2002-04-01 00:00:00,0.0,50.7000007629,306.496343224,3.58043571751
R,2002-04-08 00:00:00,0.0,50.7000007629,306.496343224,3.58043571751
R,2002-04-15 00:00:00,0.0,66.5999984741,332.145343633,4.61467572492
R,2002-04-22 00:00:00,0.0,66.9499969482,332.145343633,4.61467572492
R,2002-04-29 00:00:00,0.0,73.9000015259,332.145343633,4.61467572492
R,2002-05-06 00:00:00,0.0,73.9000015259,332.145343633,4.61467572492
R,2002-05-13 00:00:00,0.0,73.9000015259,332.145343633,4.61467572492
R,2002-05-20 00:00:00,0.0,66.5999984741,332.145343633,4.61467572492
R,2002-05-27 00:00:00,0.0,60.2999992371,304.574026171,3.51148577969
R,2002-06-03 00:00:00,0.0,60.4000015259,304.574026171,3.51148577969
R,2002-06-06 12:00:00,0.0,60.4000015259,304.574026171,3.51148577969
R,2002-06-06 12:00:01,0.0,0.0,304.574026171,0.907805645874
