datetime,TVD,temperature
1999-06-10 00:00:00,200,85.44466666666668
1999-06-17 00:00:00,200,113.63692780150498
1999-06-21 00:00:00,200,149.39671594177634
1999-06-28 00:00:00,200,152.3260292861501
1999-07-07 00:00:00,200,166.284591417531
1999-07-14 00:00:00,200,165.85264551555827
1999-07-21 00:00:00,200,165.6591328045556
1999-08-20 00:00:00,200,187.45910026438884
1999-08-23 00:00:00,200,191.01473784828147
1999-09-10 00:00:00,200,186.84575025422004
1999-10-13 00:00:00,200,191.8254236322961
1999-11-10 00:00:00,200,192.45774374618668
1999-12-21 00:00:00,200,197.65629204799674
2000-01-18 00:00:00,200,191.70981858857024
2000-03-20 00:00:00,200,175.26172950986373
2000-04-13 00:00:00,200,190.58164815944681
2000-05-11 00:00:00,200,183.07893634329875
2000-06-01 00:00:00,200,190.05507952003254
2000-06-29 00:00:00,200,190.52799884796121
2000-07-29 00:00:00,200,187.23604433597725
2000-09-21 00:00:00,200,196.89795647752695
2001-02-02 00:00:00,200,198.50369523809525
2001-04-10 00:00:00,200,141.46961951219512
2001-07-25 00:00:00,200,190.64078911564624
2009-08-12 00:00:00,200,208.76550360278537
2010-03-11 00:00:00,200,209.5364697547684
2011-07-08 00:00:00,200,206.47654518322753
2013-03-14 00:00:00,200,206.2546695489891
2014-09-04 00:00:00,200,206.6093917543915
2015-07-21 00:00:00,200,206.70021841134957
2016-05-31 00:00:00,200,206.8024824053974
2017-07-04 00:00:00,200,207.42777092686
1999-06-17 00:00:00,100,128.32
1999-06-21 00:00:00,100,157.97
1999-06-28 00:00:00,100,162.67999999999998
1999-07-07 00:00:00,100,174.035
1999-07-14 00:00:00,100,188.32500000000002
1999-07-21 00:00:00,100,184.38
1999-08-20 00:00:00,100,201.44500000000002
1999-08-23 00:00:00,100,202.365
1999-09-10 00:00:00,100,199.72
1999-10-13 00:00:00,100,203.11
1999-11-10 00:00:00,100,203.38500000000002
1999-12-21 00:00:00,100,205.74
2000-01-18 00:00:00,100,204.43
2000-03-20 00:00:00,100,193.21
2000-04-13 00:00:00,100,204.575
2000-05-11 00:00:00,100,193.38
2000-06-01 00:00:00,100,203.715
2000-06-29 00:00:00,100,204.57000000000002
2000-07-29 00:00:00,100,200.34
2000-09-21 00:00:00,100,206.95499999999998
2001-02-02 00:00:00,100,209.755
2001-04-10 00:00:00,100,178.285
2001-07-25 00:00:00,100,203.3904347826087
2009-08-12 00:00:00,100,210.91166666666666
2010-03-11 00:00:00,100,211.70833333333331
2011-07-08 00:00:00,100,209.23366856065766
2013-03-14 00:00:00,100,209.1859833983198
2014-09-04 00:00:00,100,209.2433312469758
2015-07-21 00:00:00,100,209.43668601012388
2016-05-31 00:00:00,100,209.41763932819256
2017-07-04 00:00:00,100,209.80502371240814
