ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW,TIME
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.82176E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.84005E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.85833E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.87662E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.89491E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.91308E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.93137E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.94965E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.96794E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.98623E+04
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10044E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10227E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10410E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10593E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10774E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.10957E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.11140E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.11323E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.11506E+05
FA150 , 0.18399E+08 , 0.25047E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.14992 , 814.23513,0.11690E+05
