ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW,TIME
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72361,-.36282E+10
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72361,0.34722E-02
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72362,0.18264E+03
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72364,0.36528E+03
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72365,0.54792E+03
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72367,0.73056E+03
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72368,0.91308E+03
MA143 , 0.19678E+08 , 0.25033E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.09939 , 815.72369,0.99341E+03
