ELEM,P,T,SG,SW,X(WAT1),X(WAT2),PCAP,DG,DW,TIME
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41715,-.36282E+10
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41715,0.34722E-02
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41716,0.18264E+03
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41717,0.36528E+03
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41717,0.54792E+03
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41718,0.73056E+03
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41719,0.91308E+03
KA114 , 0.13283E+08 , 0.25013E+03 , 0.00000E+00 , 0.10000E+01 , 0.10000E+01 , 0.00000E+00 , 0.00000E+00 , 20.03021 , 809.41719,0.99341E+03
